HTS_Code,Description,List
6913.90.50,"Ceramic (a/than porcelain, china or eartherware) ornamental articles, nesoi",4a
7013.10.10,"Transparent glass-ceramic kitchenware 75% by val. crystallilne, of lithium aluminosilicate, w/low lin. coefficient of expansion",4a
7013.10.50,"Glass-ceramic ware of a kind used for household, office, indoor decoration or similar purposes, nesoi",4a
7013.22.10,"Stemware drinking glasses of lead crystal, valued n/over $1 each",4a
7013.22.20,"Stemware drinking glasses of lead crystal, valued o/$1 but n/over $3 each",4a
7013.22.30,"Stemware drinking glasses of lead crystal, valued o/$3 but n/over $5 each",4a
7013.22.50,"Stemware drinking glasses of lead crystal, valued over $5 each",4a
7013.28.05,"Stemware of pressed and toughened (specially tempered) glass, a/than lead crystal",4a
7013.28.10,"Stemware, a/than of pressed and toughened glass, a/than lead crystal, valued n/over $0.30 each",4a
7013.28.20,"Stemware, a/than of pressed and toughened glass, a/than lead crystal, valued o/$0.30 but n/over $3 each",4a
7013.28.30,"Stemware, a/than of pressed and toughened glass, a/than lead crystal, cut or engraved, valued o/$3 but n/over $5 each",4a
7013.28.40,"Stemware, a/than of pressed and toughened glass, a/than lead crystal, cut or engraved, valued over $5 each",4a
7013.28.50,"Stemware, a/than of pressed and toughened glass, a/than lead crystal, not cut or engraved, valued o/$3 but n/over $5 each",4a
7013.28.60,"Stemware, a/than of pressed and toughened glass, a/than lead crystal, not cut or engraved, valued over $5 each",4a
7013.33.10,"Drinking glasses, nesoi, of lead crystal, valued n/over $1 each",4a
7013.33.20,"Drinking glasses, nesoi, of lead crystal, valued o/$1 but n/over $3 each",4a
7013.33.30,"Drinking glasses, nesoi, of lead crystal, valued o/$3 but n/over $5 each",4a
7013.33.50,"Drinking glasses, nesoi, of lead crystal, valued over $5 each",4a
7013.37.05,"Drinking glasses, nesoi, of pressed and toughened (specially tempered) glass, a/than lead crystal",4a
7013.37.10,"Drinking glasses, nesoi, a/than of pressed and toughened glass, a/than lead crystal, valued n/over $0.30 each Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices 43405 VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00103 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<401.91UA02NE HTS Subheading Product Description",4a
7013.37.20,"Drinking glasses, nesoi, a/than of pressed and toughened glass, a/than lead crystal, valued o/$0.30 but n/over $3 each",4a
7013.37.30,"Drinking glasses, nesoi, a/than of pressed and toughened glass, a/than lead crystal, cut or engraved, valued o/$3 but n/over $5 each",4a
7013.37.40,"Drinking glasses, nesoi, a/than of pressed and toughened glass, a/than lead crystal, cut or engraved, valued over $5 each",4a
7013.37.50,"Drinking glasses, nesoi, a/than of pressed and toughened glass, a/than lead crystal, not cut or engraved, valued o/$3 but n/over $5 each",4a
7013.37.60,"Drinking glasses, nesoi, a/than of pressed and toughened glass, a/than lead crystal, not cut or engraved, valued over $5 each",4a
7013.41.10,"Glassware for table or kitchen purposes (a/than drinking glasses), of lead crystal, valued n/over $1 each",4a
7013.41.20,"Glassware for table or kitchen purposes (a/than drinking glasses), of lead crystal, valued over $1 but n/over $3 each",4a
7013.41.30,"Glassware for table or kitchen purposes (a/than drinking glasses), of lead crystal, valued over $3 but n/over $5 each",4a
7013.41.50,"Glassware for table or kitchen purposes (a/than drinking glasses), of lead crystal, valued over $5 each",4a
7013.42.20,"Glassware for table or kitchen purposes (a/than drinking glasses), of low coefficient of heat expansion glass, n/o $3 each",4a
7013.42.40,"Glassware for table or kitchen purposes (a/than drinking glasses), of low coefficient of heat expansion, over $5 each",4a
7013.49.10,"Glassware for table or kitchen purposes (a/than drinking glasses), of pressed and toughened glass, nesoi",4a
7013.49.20,"Glassware for table or kitchen purposes (a/than drinking glasses), nesoi, valued n/over $3 each",4a
7013.49.30,"Glassware for table or kitchen purposes (a/than drinking glasses), nesoi, cut or engraved, valued over $3 but n/over $5 each",4a
7013.49.40,"Glassware for table or kitchen purposes (a/than drinking glasses), nesoi, cut or engraved, valued over $5 each",4a
7013.49.60,"Glassware for table or kitchen purposes (a/than drinking glasses), nesoi, n/cut or engraved, valued over $5 each",4a
7013.91.30,"Glassware for toilet/office/indoor decor. & similar purposes, of lead crystal, valued over $3 but n/over $5 each",4a
7013.91.50,"Glassware for toilet/office/indoor decor. & similar purposes, of lead crystal, valued over $5 each",4a
7013.99.10,"Glassware, nesoi, decorated/colored within the body prior to solidification; millefiori glassware; glassware colored & w/bubbles etc",4a
7013.99.30,"Smokers' articles of glass, nesoi; perfume bottles of glass fitted with ground glass stoppersk, nesoi",4a
7013.99.35,"Votive-candle holders of glass, nesoi",4a
7013.99.70,"Glassware for toilet/office/indoor decor. or similar purposes, nesoi, cut or engraved, valued over $5 each",4a
7013.99.90,"Glassware for toilet/office/indoor decor. or similar purposes, nesoi, n/cut or engraved, valued over $5 each 43406 Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00104 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<501.91UA02NE HTS Subheading Product Description",4a
7015.10.00,"Glasses, curved, bent, hollowed, or the like (but not optically worked), for corrective spectacles",4a
7015.90.10,"Watch glasses, round",4a
7015.90.20,"Watch glasses, not round",4a
7015.90.50,"Clock glasses; glasses curved, bent, hollowed, etc. for noncorrective spectacles; hollow spheres & segments for glasses; all n/opt. wkd.",4a
7018.90.10,"Glass eyes, except prosthetic articles",4a
7019.40.90,"Woven glass fiber fabrics of ravings, o/30 em wide, colored, other than fiberglass tire cord fabric",4a
7101.10.30,"Natural pearls, graded and temporarily strung for convenence of transport",4a
7101.10.60,"Natural pearls, not strung, mounted or set",4a
7101.21.00,"Cultured pearls, unworked",4a
7101.22.30,"Cultured pearls, worked, graded and temporarily strung for convenience of transport",4a
7101.22.60,"Cultured pearls, worked, not strung, mounted or set",4a
7102.10.00,"Diamonds, unsorted, whether or not worked",4a
7102.31.00,"Nonindustrial diamonds, unworked or simply sawn, cleaved or bruted",4a
7102.39.00,"Nonindustrial diamonds, worked, but not mounted or set",4a
7103.10.20,"Precious stones (a/than diamonds) & semiprecious stones, unworked",4a
7103.10.40,"Precious stones (a/than diamonds) & semiprecious stones, simply sawn or roughly shaped",4a
7103.91.00,"Rubies, sapphires and emeralds, worked, whether or not graded, but n/strung (ex. ungraded temporarily strung), mounted or set",4a
7103.99.10,"Precious or semiprecious stones, nesoi, cut but not set and suitable for use in the manufacture of jewelry",4a
7103.99.50,"Precious or semiprecious stones, nesoi, worked, whether or not graded, but n/strung (ex. ungraded temporarily strung), mtd. or set",4a
7104.10.00,Piezo-electric quartz,4a
7104.20.00,"Synthetic or reconstructed precious or semiprecious stones, unworked or simply sawn or roughly shaped",4a
7104.90.10,"Synthetic or reconstructed precious or semiprecious stones, cut but not set & suitable for use in the manufacture of jewelry",4a
7104.90.50,"Synth.or reconstruct. precious or semiprecious stones, wkd, whether or not graded, but n/strung (ex.ungraded temp. strung), mtd./set,nesoi",4a
7113.11.10,"Silver rope, curb, etc. in continuous lengths, whether or not plated/clad with other precious metal, suitable for jewelry manufacture",4a
7113.11.20,"Silver articles of jewelry and parts thereof, nesoi, valued not over $18 per dozen pieces or parts",4a
7113.11.50,"Silver articles of jewelry and parts thereof, nesoi, valued over $18 per dozen pieces or parts",4a
7113.19.10,"Precious metal (a/than silver) rope, curb, etc. in continuous lengths, whether or not plated/clad precious metal, for jewelry manufacture",4a
7113.19.21,Gold rope necklaces and neck chains,4a
7113.19.25,Gold mixed link necklaces and neck chains,4a
7113.19.29,Gold necklaces and neck chains (a/than of rope or mixed links),4a
7113.19.30,"Precious metal (a/than silver) clasps and parts thereof Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices 43407 VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00105 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<601.91UA02NE HTS Subheading Product Description",4a
7113.19.50,"Precious metal (a/than silver) articles of jewelry and parts thereo, whether or not plated or clad with precious metal,nesoi",4a
7113.20.10,"Base metal clad w/precious metal, rope, curb & like articles in continuous lengths, suitable for use in jewelry manufacture",4a
7113.20.21,Base metal clad w/gold rope necklaces and neck chains,4a
7113.20.25,Base metal clad w/gold mixed link necklaces and neck chains,4a
7113.20.29,"Base metal clad w/gold necklaces and neck chains, nesoi",4a
7113.20.30,Base metal clad w/precious metal clasps and parts thereof,4a
7113.20.50,"Base metal clad w/precious metal articles of jewelry and parts thereof, nesoi",4a
7116.10.25,Cultured pearl articles,4a
7116.20.15,"Jewelry articles of precious or semiprecious stones, valued over $40 per piece",4a
7116.20.30,"Semiprecious stones (except rock crystal), graded and strung temporarily for convenience of transport",4a
7116.20.35,Semiprecious stone (except rock crystal) figurines,4a
7116.20.40,Semiprecious stone (except rock crystal) articles (other than jewelry and figurines),4a
7116.20.50,"Precious stone articles,nesoi",4a
7117.11.00,Cuff links and studs of base metal (whether or not plated w/precious metal),4a
7117.19.15,"Rope, curb, cable, chain, etc., of base metal (whether or n/plated w/prec. metal), val. n/over 33 cents/meter for jewelry mfr.",4a
7117.19.20,"Rope, curb, cable, chain, etc., of base metal (whether or n/plated w/prec. metal), val. o/33 cents/meter, for jewelry mfr.",4a
7117.19.30,"Religious articles of a devotional character, design. to be carried on the person, of base metal (whether or not plated with precious metal)",4a
7117.19.60,"Toy jewelry (a/than rope, curb, cable, chain, etc.) of base metal, val. not over 8 cents each",4a
7117.19.90,"Imitation jewelry (a/than toy jewelry & rope, curb, cable, chain, etc.), of base metal (wheth. or n/plated w/prec.metal), nesoi",4a
7117.90.10,"Necklaces wholly of plastic shapes on a fiber string, valued not over 30 cents per dozen",4a
7117.90.20,"Rosaries and chaplets of a purely devotional character for personal use, of a material a/than prec. or base metals, nesoi",4a
7117.90.30,"Religious articles of a purely devotional character designed to be carried on the person, nesoi",4a
7117.90.55,"Imitation jewelry nesoi, not of base metal, n/o 20 cents/doz. pes or pts",4a
7117.90.90,"Imitation jewelry not of base metal or plastics, nesoi, over 20 cents/dozen pes or pts",4a
7118.10.00,"Coin (other than gold coin), not being legal tender",4a
7118.90.00,"Coins, nesoi",4a
7206.10.00,Iron and nonalloy steel ingots,4a
7206.90.00,Iron and nonalloy steel in primary forms (a/than ingots),4a
7207.11.00,"Iron or nonalloy steel semifinished products, w/less than 0.25% carbon, w/rect. cross sect.(incl. sq.), w/width less than twice thickness",4a
7207.12.00,"Iron or nonalloy steel semifinished products, w/less than 0.25% carbon, w/rect. cross sect. (exclud. sq.), nesoi",4a
7207.19.00,"Iron or nonalloy steel semifinished products, w/less than 0.25% carbon, a/than w/rect. cross section",4a
7207.20.00,"Iron or nonalloy steel semifinished products, w/0.25% or more of carbon 43408 Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00106 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<701.91UA02NE HTS Subheading Product Description",4a
7208.10.15,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, w/patterns in relief, in coils, pickled, not clad/plated/coated",4a
7208.10.30,"lron/nonalloy steel, width 600mm+,hot-rolled flat-rolled product,in coil,w/pattern in relief,w/thick 4.75mm+,not pickld,not clad/plated/coatd",4a
7208.10.60,"lron/nonalloy steel, width 600mm+,hot-rolled flat-rolled product,in coil,w/pattern in relief,w/thick <4.75mm,not pickld,not clad/plated/coatd",4a
7208.25.30,"Nonalloy hi-strength steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick 4. 75mm+, pickled, not clad/plated/coated",4a
7208.25.60,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick 4.7mm or more, pickled, not clad/plated/coated",4a
7208.26.00,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick 3mm or mar but less 4.75mm, pickled, not clad/plated",4a
7208.27.00,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick less than 3mm, pickled, not clad/plated/coated",4a
7208.36.00,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick o/10mm, not pickled/clad/plated/coated",4a
7208.37.00,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick 4.75mm or more & n/o 10mm, not pickled/clad/plated",4a
7208.38.00,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick 3mm or more & less 4.75mm, not pickld/clad/plated",4a
7208.39.00,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick less than 3mm, not pickled/clad/plated/coated",4a
7208.40.30,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, w/pattern in relief, not coils,w/thick 4.75 or more, n/clad/plated/coated",4a
7208.40.60,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, w/pattern in relief, not coils,w/thick < 4.75mm, not clad/plated/coated",4a
7208.51.00,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, nesoi, not in coils, w/thick o/10mm, not clad/plated/coated",4a
7208.52.00,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, neosi, not in coils, w/thick 4.75mm+ but n/o 10mm, not clad/plated/",4a
7208.53.00,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, neosi, not in coils, w/thick 3mm+ but< 4.75mm, not clad/plated/coated",4a
7208.54.00,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, neosi, not in coils, w/thick less than 3mm, not clad/plated/coated",4a
7208.90.00,"lron/nonalloy steel, width 600mm+, hot-rolled flat-rolled products, nesoi, not clad/plated/coated",4a
7209.15.00,"lron/nonalloy steel, width 600mm+, cold-rolled flat-rolled products, in coils, w/thick 3mm+, not clad/plated/coated",4a
7209.16.00,"lron/nonalloy steel, width 600mm+, cold-rolled flat-rolled products, in coils, w/thick o/1mm but less than 3mm, not clad/plated/coated",4a
7209.17.00,"lron/nonalloy steel, width 600mm+, cold-rolled flat-rolled products, in coils, w/thick O.Smm or more but n/o 1mm, not clad/plated/coated",4a
7209.18.15,"Nonalloy hi-strength steel, width 600mm+, cold-rolled flat-rolled products, in coils, w/thick less than 0.5mm, not clad/plated/coated",4a
7209.18.25,"Nonalloy steel(blackplate), width 600mm+, cold-rolled flat-rolled products, in coils, w/thick less than 0.361mm, not clad/plated/coated Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices 43409 VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00107 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<801.91UA02NE HTS Subheading Product Description",4a
7209.18.60,"lron/nonalloy steel, width 600mm+, cold-rolled flat-rolled products, in coils, w/thick 0.361mm+ but less 5mm, not clad/plated/coated",4a
7209.25.00,"lron/nonalloy steel, width 600mm+, cold-rolled flat-rolled products, not in coils, w/thick 3mm or more, not clad/plated/coated",4a
7209.26.00,"lron/nonalloy steel, width 600mm+, cold-rolled flat-rolled products, not in coils, w/thick o/1mm but less than 3mm, not clad/plated/coated",4a
7209.27.00,"lron/nonalloy steel, width 600mm+, cold-rolled flat-rolled products, not in coils, w/thick 0.5mm+ but n/o 1mm, not clad/plated/coated",4a
7209.28.00,"lron/nonalloy steel, width 600mm+, cold-rolled flat-rolled products, not in coils, w/thick less than O.Smm, not clad/plated/coated",4a
7209.90.00,"lron/nonalloy steel, width 600mm+, flat-rolled products further worked than cold-rolled, not clad/plated/coated, nesoi",4a
7210.11.00,"lron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with tin, w/thick. 0.5 mm or more",4a
7210.12.00,"lron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with tin, less than 0.5 mm thick",4a
7210.30.00,"lron/nonalloy steel, width 600mm+, flat-rolled products, electrolytically plated or coated with zinc",4a
7210.41.00,"lron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with zinc (other than electrolytically), corrugated",4a
7210.49.00,"lron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with zinc (other than electrolytically), not corrugated",4a
7210.50.00,"lron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with chromium oxides or with chromium and chromium oxides",4a
7210.61.00,"lron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with aluminum- zinc alloys",4a
7210.69.00,"lron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with aluminum a/than aluminum-zinc alloy",4a
7210.70.30,"lron/nonalloy steel, width 600mm+, flat-rolled products, painted/varnished or coated w/plastic but not plated/coated or clad w/metal",4a
7210.70.60,"lron/nonalloy steel, width 600mm+, flat-rolled products, painted/varnished or coated w/plastic, nesoi",4a
7210.90.10,"lron/nonalloy steel, width 600mm+, flat-rolled products, clad",4a
7210.90.60,"lron/nonalloy steel, width 600mm+, flat-rolled products, electrolytically coated or plated with base metal, nesoi",4a
7210.90.90,"lron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated, nesoi",4a
7211.13.00,"lron/nonalloy steel, width less th/600mm, hot-rolled flat-rolled universal mill plate, not clad/plated/coated",4a
7211.14.00,"lron/nonalloy steel, width less th/600mm, hot-rolled flat-rolled products, nesoi, w/thick of 4.75mm or more, not clad/plated/coated",4a
7211.19.15,"Nonalloy hi-strength steel, width less th/300mm, hot-rolled flat-rolled products, not clad/plated/coated",4a
7211.19.20,"lron/nonalloy steel, neosi, width less th/300mm, hot-rolled flat-rolled products, w/thick o/1.25 mm but n/o 4.75 mm, n/clad/plated/coated",4a
7211.19.30,"lron/nonalloy steel, neosi, width less th/300mm, hot-rolled flat-rolled products, w/thick 1.25mm or less, not clad/plated/coated 43410 Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00108 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<901.91UA02NE HTS Subheading Product Description",4a
7211.19.45,"Nonalloy hi-strength steel, width 300mm+ but less th/600mm, hot-rolled flat-rolled products, not clad/plated/coated",4a
7211.19.60,"lron/nonalloy steel, neosi, width 300mm+ but less th/600mm, hot-rolled flat-rolled products, pickled, not clad/plated/coated",4a
7211.19.75,"lron/nonalloy steel, neosi, width 300mm+ but less th/600mm, hot-rolled flat-rolled products, not pickled, not clad/plated/coated",4a
7211.23.15,"Nonalloy hi-strength steel, width less th/300mm, cold-rolled flat-rolled, <0.25% carbon, w/thick o/1.25mm, not clad/plated/coated",4a
7211.23.20,"lron/nonalloy steel, nesoi, width less th/300mm, cold-rolled flat-rolled, <0.25% carbon, w/thick o/1.25mm, not clad/plated/coated",4a
7211.23.30,"lron/nonalloy steel, nesoi, width less th/300mm, cold-rolled flat-rolled, <0.25% carbon, w/thick o/0.25mm n/o 1.25mm, not clad/plated",4a
7211.23.45,"lron/nonalloy steel, nesoi, width less th/300mm, cold-rolled flat-rolled, <0.25% carbon, w/thick n/o 0.25mm, not clad/plated/coated",4a
7211.23.60,"lron/nonalloy steel, nesoi, width 300mm+ but less th/600mm, cold-rolled flat-rolled, <0.25% carbon, not clad/plated/coated",4a
7211.29.20,"lron/nonalloy steel, width less th/300mm, cold-rolled flat-rolled, w/0.25% or more carbon,w/thick o/0.25mm, not clad/plated/coated",4a
7211.29.45,"lron/nonalloy steel, width less th/300mm, cold-rolled flat-rolled, w/0.25% or more carbon,w/thick 0.25mm or less, not clad/plated/coated",4a
7211.29.60,"lron/nonalloy steel, width 300mm+ but less th/600mm, cold-rolled flat-rolled, w/0.25% or more carbon, not clad/plated/coated",4a
7211.90.00,"lron/nonalloy steel, width less th/600mm, flat-rolled further worked than cold-rolled, not clad, plated or coated",4a
7212.10.00,"lron/nonalloy steel, width less th/600mm, flat-rolled products, plated or coated with tin",4a
7212.20.00,"lron/nonalloy steel, width less th/600mm, flat-rolled products, electrolytically plated or coated with zinc",4a
7212.30.10,"lron/nonalloy steel, width less th/300mm, flat-rolled products, plated/coated with zinc (other than electrolytically), w/thick o/0.25mm",4a
7212.30.30,"lron/nonalloy steel, width less th/300mm, flat-rolled products, plated/coated w/zinc (other than electrolytically), w/thick 0.25mm or less",4a
7212.30.50,"lron/nonalloy steel, width 300+ but less th/600mm, flat-rolled products, plated or coated with zinc (other than electrolytically)",4a
7212.40.10,"lron/nonalloy steel, width less th/300mm, flat-rolled products, painted, varnished or coated w/plastic",4a
7212.40.50,"lron/nonalloy steel, width 300+ but less th/600mm, flat-rolled products, painted, varnished or coated w/plastic",4a
7212.50.00,"lron/nonalloy steel, width less th/600mm, flat-rolled products, plated or coated nesoi",4a
7212.60.00,"lron/nonalloy steel, width less th/600mm, flat-rolled products, clad",4a
7213.10.00,"lron/nonalloy, concrete reinforcing bars and rods in irregularly wound coils, hot-rolled",4a
7213.20.00,"Free-cutting steel, bars and rods in irregularly wound coils, hot-rolled",4a
7213.91.30,"lron/nonalloy steel, nesoi, hot-rolled bars & rods in irregularly wound coils, w/cir. x-sect. diam. <14mm, n/tempered/treated/partly mfd",4a
7213.91.45,"lron/nonalloy steel, nesoi, hot-rolled bars & rods in irregularly wound coils, w/cir. x-sect. diam. <14mm, w/0.6%+ of carbon, nesoi Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices 43411 VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00109 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<011.91UA02NE HTS Subheading Product Description",4a
7213.91.60,"lron/nonalloy steel, nesoi, hot-rolled bars & rods in irregularly wound coils, w/cir. x-sect. diam. <14mm, w/less th/0.6% carbon, nesoi",4a
7213.99.00,"lron/nonalloy steel, nesoi, hot-rolled bars & rods, w/cir. x-sect. diam 14+mm or non-eire. x- sect., in irregularly wound coils, nesoi",4a
7214.20.00,"lron/nonalloy steel, concrete reinforcing bars and rods, not further worked than hot-rolled, hot-drawn or hot-extruded, n/coils",4a
7214.30.00,"Free-cutting steel, bars and rods, not further worked than hot-rolled, hot-drawn or hot- extruded, n/coils, nesoi",4a
7214.91.00,"lron/nonalloy steel, bars and rods, not further worked than hot-rolled, hot-drawn or hot- extruded, w/rectangular (a/than square) X-section",4a
7214.99.00,"lron/nonalloy steel, bars and rods, not further worked than hot-rolled, hot-drawn or hot- extruded, w/non-rectangular X-sect, not in coils",4a
7215.10.00,"Free-cutting steel, bars and rods, not further worked than cold-formed or cold-finished, not in coils",4a
7215.50.00,"lron/nonalloy steel nesoi, bars and rods, not further wkd. than cold-formed or cold-finished, not in coils",4a
7215.90.10,"lron/nonalloy steel, bars and rods, not cold-formed, plated or coated with metal",4a
7215.90.50,"lron/nonalloy steel, bars and rods, further worked than cold-formed or cold-finished, nesoi",4a
7216.10.00,"lron/nonalloy steel, U,l or H-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height under 80 mm",4a
7216.21.00,"lron/nonalloy steel, L-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height under 80 mm",4a
7216.22.00,"lron/nonalloy steel, T-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height under 80 mm",4a
7216.31.00,"lron/nonalloy steel, U-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height of 80 mm or more",4a
7216.32.00,"lron/nonalloy steel, !-sections (standard beams), not further worked than hot-rolled, hot- drawn or extruded, w/height 80 mm or more",4a
7216.33.00,"lron/nonalloy steel, H-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height 80 mm or more",4a
7216.40.00,"lron/nonalloy steel, Lor T-sections, not further worked than hot-rolled, hot-drawn or extruded, w/height 80 mm or more",4a
7216.50.00,"lron/nonalloy steel, angles, shapes & sections nesoi, not further worked than hot-rolled, hot- drawn or extruded",4a
7216.99.00,"lron/nonalloy steel, angles, shapes & sections nesoi,further wkd. than cold-formed or cold- finished and not from flat-rolled products",4a
7217.10.10,"lron/nonalloy steel, flat wire, <0.25% carbon, not plated or coated, w/thick n/o 0.25 mm",4a
7217.10.20,"lron/nonalloy steel, flat wire, <0.25% carbon, not plated or coated, w/thick o/0.25mm but n/o 1.25 mm",4a
7217.10.30,"lron/nonalloy steel, flat wire, <0.25% carbon, not plated or coated, w/thick o/1.25 mm",4a
7217.10.40,"lron/nonalloy steel, round wire, <0.25% carbon, not plated or coated, w/diameter less than 1.5mm",4a
7217.10.50,"lron/nonalloy steel, round wire, <0.25% carbon, not plated or coated, w/diameter of 1.5 mm or more",4a
7217.10.60,"lron/nonalloy steel, wire (other than flat or round), <0.25% carbon, not plated or coated",4a
7217.10.70,"lron/nonalloy steel, flat wire, w/0.25% or more carbon, not plated or coated 43412 Federal Register/Vol. 84, No. 161/Tuesday, August 20, 2019/Notices VerDate Sep<11>2014 21:08 Aug 19, 2019 Jkt 247001 PO 00000 Frm 00110 Fmt 4701 Sfmt 4725 E:\FR\FM\20AUN2.SGM 20AUN2 2SECITON htiw DORP280QLG3KSD no llebj >HPG/<111.91UA02NE HTS Subheading Product Description",4a
7217.10.80,"lron/nonalloy steel, round wire, w/0.25% or more carbon, not plated or coated",4a
7217.10.90,"lron/nonalloy steel, wire (other than flat or round), w/0.25% or more of carbon, not plated or coated",4a
7217.20.15,"lron/nonalloy steel, flat wire, plated or coated with zinc",4a
7217.20.30,"lron/nonalloy steel, round wire, <0.25% carbon, plated or coated with zinc, w/diameter of 1.5 mm or more",4a
7217.20.45,"lron/nonalloy steel, round wire, w/0.25% or more carbon and/or <1.5mm diam, plated or coated with zinc",4a
7217.20.60,"lron/nonalloy steel, wire (other than flat or round), <0.25% carbon, plated or coated with zinc",4a
7217.20.75,"lron/nonalloy steel, wire (other than flat or round), w/0.25% or more of carbon, plated or coated with zinc",4a
7217.30.15,"lron/nonalloy steel, flat wire, plated or coated with base metal other than zinc",4a
7217.30.30,"lron/nonalloy steel, round wire, <0.25% carbon, plated or coated with base metal other than zinc, w/diam. of 1.5 mm or more",4a
7217.30.45,"lron/nonalloy steel, round wire, w/0.25% or more carbon and/or <1.5mm diam, plated or coated with base metal other than zinc",4a
7217.30.60,"lron/nonalloy steel, wire (other than flat or round), <0.25% carbon, plated or coated with base metal other than zinc",4a
7217.30.75,"lron/nonalloy steel, wire (other than flat or round), w/0.25% or more of carbon, plated or coated with base metal other than zinc",4a
7217.90.10,"lron/nonalloy steel, wire, coated with plastics",4a
7217.90.50,"lron/nonalloy steel, wire, plated or coated with materials other than base metals or plastics",4a
7218.10.00,"Stainless steel, ingots and other primary forms",4a
7218.91.00,"Stainless steel, semifinished products of rectangular (other than square) cross-section",4a
7218.99.00,"Stainless steel, semifinished products, other than of rectangular (other than square) cross- section",4a
7219.11.00,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thickness o/10 mm",4a
7219.12.00,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick. 4.75 mm or more but n/o 10 mm",4a
7219.13.00,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thick. 3 mm or more but less than 4. 75 mm",4a
7219.14.00,"Stainless steel, width 600mm+, hot-rolled flat-rolled products, in coils, w/thickness less than 3mm",4a
